Estado,Cidade,Bairros
SP,Campinas,Jardim Baronesa
SP,Campinas,Jardim Baroneza
SP,Campinas,Jardim Bassoli
SP,Campinas,Jardim Bela Vista
SP,Campinas,Jardim Belmonte (Sousas)
SP,Campinas,Jardim Belo Horizonte
SP,Campinas,Jardim Boa Esperança
SP,Campinas,Jardim Bom Retiro
SP,Campinas,Jardim Bom Sucesso
SP,Campinas,Jardim Bonfim
SP,Campinas,Jardim Bonfim I
SP,Campinas,Jardim Bordon
SP,Campinas,Jardim Botânico (Sousas)
SP,Campinas,Jardim Brasil
SP,Campinas,Jardim Campina Grande
SP,Campinas,Jardim Campinas
SP,Campinas,Jardim Campineiro
SP,Campinas,Jardim Campituba
SP,Campinas,Jardim Campo Belo
SP,Campinas,Jardim Campo Belo Ii
SP,Campinas,Jardim Campos Elíseos
SP,Campinas,Jardim Campos Elisios
SP,Campinas,Jardim Capivari
SP,Campinas,Jardim Carlos Gomes
SP,Campinas,Jardim Carlos Lourenço
SP,Campinas,Jardim Centenário
SP,Campinas,Jardim Chapadão
SP,Campinas,Jardim Cidade Singer Ii
SP,Campinas,Jardim Cidade Universitária
SP,Campinas,Jardim Colonial
SP,Campinas,Jardim Columbia
SP,Campinas,Jardim Conceição
SP,Campinas,Jardim Conceição I
SP,Campinas,Jardim Conceição (Sousas)
SP,Campinas,Jardim Cristina
SP,Campinas,Jardim Cura D Ars
SP,Campinas,Jardim Cura D'Ars
SP,Campinas,Jardim Das Bandeira
SP,Campinas,Jardim das Bandeiras
SP,Campinas,Jardim das Cerejeiras
SP,Campinas,Jardim Das Oliveiras
SP,Campinas,Jardim das Paineiras
SP,Campinas,Jardim Das Palmeiras
SP,Campinas,Jardim do Lago
SP,Campinas,Jardim do Lago Continuação
SP,Campinas,Jardim Do Lago Ii
SP,Campinas,Jardim do Sol
SP,Campinas,Jardim do Trevo
SP,Campinas,Jardim do Vale
SP,Campinas,Jardim do Vovô
SP,Campinas,Jardim Dom Bosco
SP,Campinas,Jardim Dom Gilberto
SP,Campinas,Jardim Dom Nery
SP,Campinas,Jardim Dom Vieira
SP,Campinas,Jardim dos Oliveiras
SP,Campinas,Jardim Esmeraldina
SP,Campinas,Jardim Esplanada
SP,Campinas,Jardim Estoril
SP,Campinas,Jardim Eulina
SP,Campinas,Jardim Fernanda
SP,Campinas,Jardim Fernanda - Continuação
SP,Campinas,Jardim Filadélfia
SP,Campinas,Jardim Flamboyant
SP,Campinas,Jardim Florence
SP,Campinas,Jardim Francisca
SP,Campinas,Jardim García
SP,Campinas,Jardim Guanabara
SP,Campinas,Jardim Guarani
SP,Campinas,Jardim Ibirapuera
SP,Campinas,Jardim Icaraí
SP,Campinas,Jardim Independência
SP,Campinas,Jardim Indianópolis
SP,Campinas,Jardim Interlagos
SP,Campinas,Jardim Ipaussurama
SP,Campinas,Jardim Ipiranga
SP,Campinas,Jardim Iraci
SP,Campinas,Jardim Irajá
SP,Campinas,Jardim Irmãos Sigrist
SP,Campinas,Jardim Itaguaçu I
SP,Campinas,Jardim Itaguaçu Ii
SP,Campinas,Jardim Itamarati
SP,Campinas,Jardim Itatiaia
SP,Campinas,Jardim Itatinga
SP,Campinas,Jardim Itayu
SP,Campinas,Jardim José Martins
SP,Campinas,Jardim Leonor
SP,Campinas,Jardim Liliza
SP,Campinas,Jardim Lisa
SP,Campinas,Jardim Londres
SP,Campinas,Jardim Lumen Christi
SP,Campinas,Jardim Madalena
SP,Campinas,Jardim Magnólia
SP,Campinas,Jardim Maísa
SP,Campinas,Jardim Maracanã
SP,Campinas,Jardim Marajó
SP,Campinas,Jardim Márcia
SP,Campinas,Jardim Margarida
SP,Campinas,Jardim Maria Eugênia
SP,Campinas,Jardim Maria Helena
SP,Campinas,Jardim Maria Rosa
SP,Campinas,Jardim Marialva
SP,Campinas,Jardim Marília
SP,Campinas,Jardim Maringá
SP,Campinas,Jardim Marisa
SP,Campinas,Jardim Martinelli (Sousas)
SP,Campinas,Jardim Melina I
SP,Campinas,Jardim Mercedes
SP,Campinas,Jardim Metonópolis
SP,Campinas,Jardim Miranda
SP,Campinas,Jardim Mirassol
SP,Campinas,Jardim Monte Alto
SP,Campinas,Jardim Monte Belo
SP,Campinas,Jardim Monte Belo Ii
SP,Campinas,Jardim Monte Cristo
SP,Campinas,Jardim Monte Cristo/Parque Oziel
SP,Campinas,Jardim Monte Líbano
SP,Campinas,Jardim Moreira
SP,Campinas,Jardim Morumbi
SP,Campinas,Jardim Myrian Moreira da Costa
SP,Campinas,Jardim New York
SP,Campinas,Jardim Nilópolis
SP,Campinas,Jardim Noêmia
SP,Campinas,Jardim Nossa Senhora Auxiliadora
SP,Campinas,Jardim Nossa Senhora de Fátima
SP,Campinas,Jardim Nossa Senhora de Lourdes
SP,Campinas,Jardim Nossa Sra. Auxiliadora
SP,Campinas,Jardim Nossa Sra. De Lourdes
SP,Campinas,Jardim Nova América
SP,Campinas,Jardim Nova Califórnia
SP,Campinas,Jardim Nova Esperança
SP,Campinas,Jardim Nova Europa
SP,Campinas,Jardim Nova Mercedes
SP,Campinas,Jardim Nova Morada
SP,Campinas,Jardim Novo Barão Geraldo
SP,Campinas,Jardim Novo Botafogo
SP,Campinas,Jardim Novo Cambuí
SP,Campinas,Jardim Novo Campos Elíseos
SP,Campinas,Jardim Novo Campos Elisios
SP,Campinas,Jardim Novo Flamboyant
SP,Campinas,Jardim Novo Horizonte
SP,Campinas,Jardim Novo Itaguaçu
SP,Campinas,Jardim Novo Maracanã
SP,Campinas,Jardim Novo Planalto
SP,Campinas,Jardim Novo Real Parque
SP,Campinas,Jardim Novo São José
SP,Campinas,Jardim Novo Sol
SP,Campinas,Jardim Okita
SP,Campinas,Jardim Ouro Branco
SP,Campinas,Jardim Ouro Preto
SP,Campinas,Jardim Ouro Verde
SP,Campinas,Jardim Pacaembu
SP,Campinas,Jardim Paraíso
SP,Campinas,Jardim Paraíso de Viracopos
SP,Campinas,Jardim Paraíso I
SP,Campinas,Jardim Paranapanema
SP,Campinas,Jardim Paulicéia
SP,Campinas,Jardim Paulistano
SP,Campinas,Jardim Petrópolis
SP,Campinas,Jardim Pita
SP,Campinas,Jardim Planalto
SP,Campinas,Jardim Planalto de Viracopos
SP,Campinas,Jardim Pres. Wenceslau
SP,Campinas,Jardim Presidente Wenceslau
SP,Campinas,Jardim Primavera
SP,Campinas,Jardim Princesa
SP,Campinas,Jardim Proença
SP,Campinas,Jardim Proença I
SP,Campinas,Jardim Professora Tarcília
SP,Campinas,Jardim Profilurb
SP,Campinas,Jardim Puccamp
SP,Campinas,Jardim Quarto Centenário
SP,Campinas,Jardim Regina
SP,Campinas,Jardim Rosália Ii
SP,Campinas,Jardim Rosália Iv
SP,Campinas,Jardim Rosana (Sousas)
SP,Campinas,Jardim Roseira
SP,Campinas,Jardim Rossin
SP,Campinas,Jardim Samambaia
SP,Campinas,Jardim San Diego
SP,Campinas,Jardim Santa Amália
SP,Campinas,Jardim Santa Clara
SP,Campinas,Jardim Santa Cruz
SP,Campinas,Jardim Santa Eudóxia
SP,Campinas,Jardim Santa Genebra
SP,Campinas,Jardim Santa Genebra Ii (Barão Geraldo)
SP,Campinas,Jardim Santa Inês
SP,Campinas,Jardim Santa Judith
SP,Campinas,Jardim Santa Lúcia
SP,Campinas,Jardim Santa Marcelina
SP,Campinas,Jardim Santa Maria
SP,Campinas,Jardim Santa Maria Ii
SP,Campinas,Jardim Santa Mônica
SP,Campinas,Jardim Santa Rita de Cássia
SP,Campinas,Jardim Santa Rosa
SP,Campinas,Jardim Santa Terezinha
SP,Campinas,Jardim Santa Vitória
SP,Campinas,Jardim Santana
SP,Campinas,Jardim Santo Antonio
SP,Campinas,Jardim Santo Expedito
SP,Campinas,Jardim Santos Dumont Ii
SP,Campinas,Jardim São Carlos
SP,Campinas,Jardim São Cristóvão
SP,Campinas,Jardim São Domingos
SP,Campinas,Jardim São Domingos Sávio
SP,Campinas,Jardim São Fernando
SP,Campinas,Jardim São Francisco
SP,Campinas,Jardim São Francisco (Sousas)
SP,Campinas,Jardim São Gabriel
SP,Campinas,Jardim São Gonçalo
SP,Campinas,Jardim São João
SP,Campinas,Jardim São Jorge
SP,Campinas,Jardim São José
SP,Campinas,Jardim São Judas Tadeu
SP,Campinas,Jardim São Luiz
SP,Campinas,Jardim São Marcos
SP,Campinas,Jardim São Pedro
SP,Campinas,Jardim São Pedro de Viracopos
SP,Campinas,Jardim São Rafael
SP,Campinas,Jardim São Vicente
SP,Campinas,Jardim Shangai
SP,Campinas,Jardim Sorirama
SP,Campinas,Jardim Sorirama (Sousas)
SP,Campinas,Jardim Souza Queiro
SP,Campinas,Jardim Stella
SP,Campinas,Jardim Sul América
SP,Campinas,Jardim Tamoio
SP,Campinas,Jardim Tupi
SP,Campinas,Jardim Uruguai
SP,Campinas,Jardim Vista Alegre
SP,Campinas,Jardim Yeda
SP,Campinas,Jd Campos Eliseos
SP,Campinas,Jd Cristina
SP,Campinas,Jd Maria Eugenia
SP,Campinas,Jd Mirian
SP,Campinas,Jd Yeda
SP,Campinas,Joaquim Egídio
SP,Campinas,Lot. Alphaville Campinas
SP,Campinas,Lot. Arboreto Dos Jequitibas (sousas)
SP,Campinas,Lot. Caminhos De San Conrado (sousas)
SP,Campinas,Lot. Center Santa Genebra
SP,Campinas,Lot. Chácaras Vale Das Garças
SP,Campinas,Lot. Country Ville
SP,Campinas,Lot. E Arruamento Telesp
SP,Campinas,Lot. Parque São Martinho
SP,Campinas,Lot. Res. Vila Bella
SP,Campinas,Lot. Vila Lafayette Alvaro
SP,Campinas,Loteamento Alphaville Campinas
SP,Campinas,Loteamento Arboreto dos Jequitibás (Sousas)
SP,Campinas,Loteamento Caminhos de São Conrado (Sousas)
SP,Campinas,Loteamento Campos dos Amarais
SP,Campinas,Loteamento Center Santa Genebra
SP,Campinas,Loteamento Chácara Prado
SP,Campinas,Loteamento Chácaras Gargantilhas
SP,Campinas,Loteamento Chácaras Vale das Garças
SP,Campinas,Loteamento Claude de Barros Penteado (Sousas)
SP,Campinas,Loteamento Country Ville
SP,Campinas,Loteamento e Arruamento Telesp
SP,Campinas,Loteamento Mont Blanc Residence
SP,Campinas,Loteamento Parque Centenário
SP,Campinas,Loteamento Parque das Águas
SP,Campinas,Loteamento Parque das Hortências (Sousas)
SP,Campinas,Loteamento Parque das Sapucaias
SP,Campinas,Loteamento Parque dos Alecrins
SP,Campinas,Loteamento Parque São Martinho
SP,Campinas,Loteamento Residencial Barão do Café
SP,Campinas,Loteamento Residencial Campina Verde
SP,Campinas,Loteamento Residencial Entre Verdes (Sousas)
SP,Campinas,Loteamento Residencial Flavia
SP,Campinas,Loteamento Residencial Jaguari (Sousas)
SP,Campinas,Loteamento Residencial Novo Mundo
SP,Campinas,Loteamento Residencial Parque dos Cantos
SP,Campinas,Loteamento Residencial Pedra Alta (Sousas)
SP,Campinas,Loteamento Residencial Porto Seguro
SP,Campinas,Loteamento Residencial Rosário
SP,Campinas,Loteamento Residencial Vila Bella
SP,Campinas,Loteamento Residencial Vila Bella Dom Pedro
SP,Campinas,Loteamento Santa Ana do Atibaia (Sousas)
SP,Campinas,Loteamento Solar Campinas
SP,Campinas,Loteamento Vila Esperança
SP,Campinas,Loteamento Vila Lafayette Álvaro
SP,Campinas,Loteamento Village Campinas
SP,Campinas,M Sto Antônio
SP,Campinas,Mansões Santo Antônio
SP,Campinas,Mansoes Santo Antoni0
SP,Campinas,Morada das Nascentes (Joaquim Egídio)
SP,Campinas,N Campinas
SP,Campinas,Notre Dame
SP,Campinas,Nova Aparecida
SP,Campinas,Nova Campinas
SP,Campinas,Nova Europa
SP,Campinas,Nova Sousas (Sousas)
SP,Campinas,Novo Campos Elísios
SP,Campinas,Novo Taquaral
SP,Campinas,Nucleo Hab. Boa Vista
SP,Campinas,Núcleo Habitacional Boa Vista (Nova Aparecida)
SP,Campinas,Núcleo Jardim Novo Nilópolis
SP,Campinas,Nucleo Res. Bairro Da Vitoria
SP,Campinas,Núcleo Res. Dois De Julho
SP,Campinas,Nucleo Res. Gênesis
SP,Campinas,Núcleo Res. Recanto Dos Pássaros
SP,Campinas,Núcleo Residencial Bairro da Conquista/Vila Ypê
SP,Campinas,Núcleo Residencial Bairro da Vitória
SP,Campinas,Núcleo Residencial Cristo Redentor
SP,Campinas,Núcleo Residencial Cristo Rei (Sousas)
SP,Campinas,Núcleo Residencial Dois de Julho
SP,Campinas,Núcleo Residencial Francisco Amaral
SP,Campinas,Núcleo Residencial Gênesis
SP,Campinas,Núcleo Residencial Getúlio Vargas
SP,Campinas,Núcleo Residencial Guararapes
SP,Campinas,Núcleo Residencial Independência
SP,Campinas,Núcleo Residencial Jardim Santa Marta
SP,Campinas,Núcleo Residencial Jardim Yeda I
SP,Campinas,Núcleo Residencial Jardim Yeda Ii
SP,Campinas,Núcleo Residencial Jossiara
SP,Campinas,Núcleo Residencial Nossa Senhora Aparecida
SP,Campinas,Núcleo Residencial Novo Ipaussurama
SP,Campinas,Núcleo Residencial Padre Josimo
SP,Campinas,Núcleo Residencial Paranapanema
SP,Campinas,Núcleo Residencial Parque da Amizade
SP,Campinas,Núcleo Residencial Parque Família
SP,Campinas,Núcleo Residencial Parque Pinheiros
SP,Campinas,Nucleo Residencial Princesa D Oeste
SP,Campinas,Núcleo Residencial Princesa D'Oeste
SP,Campinas,Núcleo Residencial Recanto dos Pássaros
SP,Campinas,Núcleo Residencial São Judas Tadeu
SP,Campinas,Núcleo Residencial Sete de Setembro
SP,Campinas,Núcleo Residencial Três Estrelas
SP,Campinas,Núcleo Residencial Vila Nilza
SP,Campinas,Núcleo Residencial Vila Todescan
SP,Campinas,Núcleo Residencial Vila Vitória
SP,Campinas,Núcleo Residencial Vinte e Oito de Fevereiro
SP,Campinas,Núcleo Santa Rita de Cássia
SP,Campinas,Palmeiras
SP,Campinas,Parque Aeroporto
SP,Campinas,Parque Alto Taquaral
SP,Campinas,Parque Anhumas
SP,Campinas,Parque Beatriz
SP,Campinas,Parque Brasília
SP,Campinas,Parque Camboriú
SP,Campinas,Parque Camélias
SP,Campinas,Parque Canadá
SP,Campinas,Parque Ceasa
SP,Campinas,Parque Cidade Campinas
SP,Campinas,Parque da Figueira
SP,Campinas,Parque da Hípica
SP,Campinas,Parque das Cachoeiras
SP,Campinas,Parque Das Camelias
SP,Campinas,Parque das Constelações
SP,Campinas,Parque das Flores
SP,Campinas,Parque das Indústrias
SP,Campinas,Parque das Quaresmeiras
SP,Campinas,Parque das Universidades
SP,Campinas,Parque Dom Bosco
SP,Campinas,Parque Dom Pedro Ii
SP,Campinas,Parque dos Cisnes
SP,Campinas,Parque dos Jacarandás
SP,Campinas,Parque dos Pomares
SP,Campinas,Parque dos Resedás
SP,Campinas,Parque Eldorado
SP,Campinas,Parque Fazendinha
SP,Campinas,Parque Imperador
SP,Campinas,Parque Industrial
SP,Campinas,Parque Industrial Lisboa
SP,Campinas,Parque Ipiranga
SP,Campinas,Parque Itália
SP,Campinas,Parque Jambeiro
SP,Campinas,Parque Jatibaia (Sousas)
SP,Campinas,Parque Luciamar
SP,Campinas,Parque Maria Helena
SP,Campinas,Parque Montreal
SP,Campinas,Parque Nova Campinas
SP,Campinas,Parque Prado
SP,Campinas,Parque Res. Vila União
SP,Campinas,Parque Residencial Beira Rio
SP,Campinas,Parque Residencial Caiapó
SP,Campinas,Parque Residencial Campina Grande
SP,Campinas,Parque Residencial Carvalho de Moura
SP,Campinas,Parque Residencial Shalon
SP,Campinas,Parque Residencial Vila União
SP,Campinas,Parque Rural Fazenda Santa Cândida
SP,Campinas,Parque Santa Bárbara
SP,Campinas,Parque São Jorge
SP,Campinas,Parque São Paulo
SP,Campinas,Parque São Quirino
SP,Campinas,Parque Social
SP,Campinas,Parque Taquaral
SP,Campinas,Parque Tropical
SP,Campinas,Parque União da Vitória
SP,Campinas,Parque Universal
SP,Campinas,Parque Universitari
SP,Campinas,Parque Universitário de Viracopos
SP,Campinas,Parque Valença I
SP,Campinas,Parque Valença Ii
SP,Campinas,Parque Valença Iii
SP,Campinas,Parque Venceslau
SP,Campinas,Parque Via Norte
SP,Campinas,Parque Viracopos
SP,Campinas,Parque Vista Alegre
SP,Campinas,Parque Xangrilá
SP,Campinas,Pedra Branca
SP,Campinas,Piracambaia I
SP,Campinas,Piracambaia Ii
SP,Campinas,Polo de Alta Tecnologia de Campinas - Polo I
SP,Campinas,Polo Ii de Alta Tecnologia (Campinas)
SP,Campinas,Ponte Preta
SP,Campinas,Ponte Preta I
SP,Campinas,Pq. Res. Vila União
SP,Campinas,Pq. São Martinho
SP,Campinas,Pte. Preta
SP,Campinas,Real Parque
SP,Campinas,Recanto do Sol I
SP,Campinas,Recanto do Sol Ii
SP,Campinas,Recanto dos Dourados
SP,Campinas,Recanto Fortuna
SP,Campinas,Recinto do Aeroporto Internacional de Viracopos
SP,Campinas,Recreio Tsuriba
SP,Campinas,Região do Aeroporto de Viracopos
SP,Campinas,Res. Barão Do Café
SP,Campinas,Res. Burato
SP,Campinas,Res. Candido Ferreira (sousas)
SP,Campinas,Res. Cosmos
SP,Campinas,Res. Parque Dos Alecrins
SP,Campinas,Res. Parque Rio Das Pedras
SP,Campinas,Res. São José
SP,Campinas,Res. Vila Verde
SP,Campinas,Res. Vista Verde
SP,Campinas,Residencial Aruanã
SP,Campinas,Residencial Burato
SP,Campinas,Residencial Campo Florido
SP,Campinas,Residencial Cândido Ferreira (Sousas)
SP,Campinas,Residencial Cittá di Firenze
SP,Campinas,Residencial Cittá di Salerno
SP,Campinas,Residencial Colina das Nascentes
SP,Campinas,Residencial Cosmos
SP,Campinas,Residencial da Paz
SP,Campinas,Residencial Estância Eudóxia (Barão Geraldo)
SP,Campinas,Residencial Jatibela
SP,Campinas,Residencial Nova Bandeirante
SP,Campinas,Residencial Parque da Fazenda
SP,Campinas,Residencial Parque das Araucárias
SP,Campinas,Residencial Parque Rio das Pedras
SP,Campinas,Residencial Quilombo Ii
SP,Campinas,Residencial São José
SP,Campinas,Residencial São Luís
SP,Campinas,Residêncial São Luíz
SP,Campinas,Residencial Sírius
SP,Campinas,Residêncial Site Do Firenze
SP,Campinas,Residencial Takanos
SP,Campinas,Residencial Terra Nova
SP,Campinas,Residencial Terras do Barão
SP,Campinas,Residencial Unicamp
SP,Campinas,Residencial Vila Penteado
SP,Campinas,Residencial Vila Verde
SP,Campinas,Residencial Vitória Ropole (Barão Geraldo)
SP,Campinas,Rosália
SP,Campinas,Santa Clara
SP,Campinas,Sao Bernado
SP,Campinas,São Bernardo
SP,Campinas,São Charbel
SP,Campinas,Sem Bairro
SP,Campinas,Sítios de Recreio Gramado
SP,Campinas,Sítios de Recreio Novo Gramado
SP,Campinas,Sousas
SP,Campinas,Swift
SP,Campinas,Swiss Park
SP,Campinas,Taquaral
SP,Campinas,Techno Park
SP,Campinas,Terminal Intermodal de Cargas (Tic)
SP,Campinas,Tijuco das Telhas
SP,Campinas,Três Vendas
SP,Campinas,Via Brandina
SP,Campinas,Vila Abaeté
SP,Campinas,Vila Aero Aeroporto
SP,Campinas,Vila Aeroporto
SP,Campinas,Vila Aeroporto I
SP,Campinas,Vila Aeroporto Ii
SP,Campinas,Vila Aeroporto Iii
SP,Campinas,Vila Alberto Simões
SP,Campinas,Vila Ana Luiza (Sousas)
SP,Campinas,Vila Andrade Neves
SP,Campinas,Vila Ângela Marta
SP,Campinas,Vila Angelino Rossi
SP,Campinas,Vila Anhangüera
SP,Campinas,Vila Antônio Francisco
SP,Campinas,Vila Antônio Lourenço
SP,Campinas,Vila Antônio Martins
SP,Campinas,Vila Antônio Vitorino
SP,Campinas,Vila Aurocan
SP,Campinas,Vila Boa Vista
SP,Campinas,Vila Bourbon (Sousas)
SP,Campinas,Vila Brandina
SP,Campinas,Vila Campos Sales
SP,Campinas,Vila Carlito
SP,Campinas,Vila Carminha
SP,Campinas,Vila Castelo Branco
SP,Campinas,Vila Chico Amaral
SP,Campinas,Vila Costa e Silva
SP,Campinas,Vila Discola
SP,Campinas,Vila dos Plátanos
SP,Campinas,Vila Dutra
SP,Campinas,Vila Eliza
SP,Campinas,Vila Elza
SP,Campinas,Vila Esmeralda
SP,Campinas,Vila Estanislau
SP,Campinas,Vila Ferreira Jorge
SP,Campinas,Vila Florida
SP,Campinas,Vila Formosa
SP,Campinas,Vila Fortuna
SP,Campinas,Vila Georgina
SP,Campinas,Vila Guararapes
SP,Campinas,Vila Guilherme
SP,Campinas,Vila Hollândia
SP,Campinas,Vila Horácio Tulli
SP,Campinas,Vila Iapi
SP,Campinas,Vila Industrial
SP,Campinas,Vila Industrial (campinas)
SP,Campinas,Vila Ipanema
SP,Campinas,Vila Ipê
SP,Campinas,Vila Itália
SP,Campinas,Vila Itapura
SP,Campinas,Vila Iza
SP,Campinas,Vila Janete (Sousas)
SP,Campinas,Vila Jequitibás
SP,Campinas,Vila João Jorge
SP,Campinas,Vila Joaquim Inácio
SP,Campinas,Vila José Iório (Sousas)
SP,Campinas,Vila Laércio Teixeira (Sousas)
SP,Campinas,Vila Lane
SP,Campinas,Vila Lemos
SP,Campinas,Vila Lídia
SP,Campinas,Vila Lourdes
SP,Campinas,Vila Lovato
SP,Campinas,Vila Lunardi
SP,Campinas,Vila Madalena
SP,Campinas,Vila Manoel Ferreira
SP,Campinas,Vila Maria
SP,Campinas,Vila Maria Eugênia
SP,Campinas,Vila Marieta
SP,Campinas,Vila Marta
SP,Campinas,Vila Miguel Vicente Cury
SP,Campinas,Vila Mimosa
SP,Campinas,Vila Mingone
SP,Campinas,Vila Modesto Fernandes
SP,Campinas,Vila Nogueira
SP,Campinas,Vila Nova
SP,Campinas,Vila Nova São José
SP,Campinas,Vila Nova Teixeira
SP,Campinas,Vila Orozimbo Maia
SP,Campinas,Vila Padre Manoel de Nóbrega
SP,Campinas,Vila Palácios
SP,Campinas,Vila Palmeiras I
SP,Campinas,Vila Palmeiras Ii
SP,Campinas,Vila Paraíso
SP,Campinas,Vila Paraíso I
SP,Campinas,Vila Perseu Leite de Barros
SP,Campinas,Vila Pompéia
SP,Campinas,Vila Progresso
SP,Campinas,Vila Proost de Souza
SP,Campinas,Vila Regina
SP,Campinas,Vila Renascença
SP,Campinas,Vila República
SP,Campinas,Vila Rica
SP,Campinas,Vila Rossi
SP,Campinas,Vila Rossi Borghi e Siqueira
SP,Campinas,Vila Rossi E Borchi
SP,Campinas,Vila Saltinho
SP,Campinas,Vila San Martin
SP,Campinas,Vila Santa Isabel
SP,Campinas,Vila Santa Luisa
SP,Campinas,Vila Santa Odila
SP,Campinas,Vila Santa Rita (Sousas)
SP,Campinas,Vila Santana
SP,Campinas,Vila São Bento
SP,Campinas,Vila São Bernardo
SP,Campinas,Vila São João
SP,Campinas,Vila São Joaquim
SP,Campinas,Vila São José
SP,Campinas,Vila São Paulo
SP,Campinas,Vila Satúrnia
SP,Campinas,Vila Sete de Setembro
SP,Campinas,Vila Soares
SP,Campinas,Vila Sônia (Sousas)
SP,Campinas,Vila Tancredo Neves
SP,Campinas,Vila Teixeira
SP,Campinas,Vila Tofanello
SP,Campinas,Vila Trinta e Um de Março
SP,Campinas,Vila Uni O
SP,Campinas,Vila Uniao
SP,Campinas,Vila Virgínia
SP,Campinas,Vila Ype
SP,Campinas,Vila 31 De Março
SP,Campinas,Village Campinas
SP,Campinas,Ville Sainte Hélène
SP,Campinas,Vl Itapura
SP,Campinas,Vl. Marieta
SP,Campinas,Vl. Paraíso
SP,Campinas,Vl. Uniao
SP,Campinas,31 de Março
SP,Campo Limpo Paulista,Área Industrial - 3
SP,Campo Limpo Paulista,Área Rural de Campo Limpo Paulista
SP,Campo Limpo Paulista,Botujuru (Botujuru)
SP,Campo Limpo Paulista,Centro
SP,Campo Limpo Paulista,Chácara Ivoturucaia
SP,Campo Limpo Paulista,Chácara Lagoa Branca
SP,Campo Limpo Paulista,Chácara Nova Essen
SP,Campo Limpo Paulista,Chácara São João
SP,Campo Limpo Paulista,Chácara Serra Morena
SP,Campo Limpo Paulista,Chácaras Bonsucesso
SP,Campo Limpo Paulista,Chácaras Campo Limpo
SP,Campo Limpo Paulista,Chácaras Nova Germânia
SP,Campo Limpo Paulista,Chácaras Novo Hamburgo
SP,Campo Limpo Paulista,Chácaras Santa Cecília
SP,Campo Limpo Paulista,Colinas do Pontal (Botujuru)
SP,Campo Limpo Paulista,Condomínio Cerro Azul
SP,Campo Limpo Paulista,Conjunto Habitacional São José
SP,Campo Limpo Paulista,Conjunto Habitacional Vila da Conquista
SP,Campo Limpo Paulista,Estância Figueira Branca
SP,Campo Limpo Paulista,Estância São Paulo
SP,Campo Limpo Paulista,Fazenda Marajoara
SP,Campo Limpo Paulista,Genérico
SP,Campo Limpo Paulista,Jardim Amarilis
SP,Campo Limpo Paulista,Jardim América
SP,Campo Limpo Paulista,Jardim Brasil
SP,Campo Limpo Paulista,Jardim Brasília (Botujuru)
SP,Campo Limpo Paulista,Jardim Campo Limpo
SP,Campo Limpo Paulista,Jardim Corcovado
SP,Campo Limpo Paulista,Jardim das Palmeiras (Botujuru)
SP,Campo Limpo Paulista,Jardim Europa
SP,Campo Limpo Paulista,Jardim Fritz (Botujuru)
SP,Campo Limpo Paulista,Jardim Guanciale
SP,Campo Limpo Paulista,Jardim Laura
SP,Campo Limpo Paulista,Jardim Marcheti
SP,Campo Limpo Paulista,Jardim Maria
SP,Campo Limpo Paulista,Jardim Marsola
SP,Campo Limpo Paulista,Jardim Paiol
SP,Campo Limpo Paulista,Jardim Paulista
SP,Campo Limpo Paulista,Jardim Santa Branca
SP,Campo Limpo Paulista,Jardim Santa Catarina
SP,Campo Limpo Paulista,Jardim Santa Isabel (Botujuru)
SP,Campo Limpo Paulista,Jardim Santa Lúcia
SP,Campo Limpo Paulista,Jardim Santa Maria
SP,Campo Limpo Paulista,Jardim Santhiago
SP,Campo Limpo Paulista,Jardim Santo Antônio I
SP,Campo Limpo Paulista,Jardim Santo Antônio Ii
SP,Campo Limpo Paulista,Jardim São Conrado
SP,Campo Limpo Paulista,Jardim São Domingos
SP,Campo Limpo Paulista,Jardim Solange
SP,Campo Limpo Paulista,Jardim Timbara
SP,Campo Limpo Paulista,Jardim Vera Regina
SP,Campo Limpo Paulista,Jardim Vista Alegre
SP,Campo Limpo Paulista,Jardim Vitória
SP,Campo Limpo Paulista,Loteamento Champs Privés
SP,Campo Limpo Paulista,Moinho
SP,Campo Limpo Paulista,Núcleo Industrial - 2
SP,Campo Limpo Paulista,Núcleo Industrial - 3
SP,Campo Limpo Paulista,Outeiro das Paineiras (Botujuru)
SP,Campo Limpo Paulista,Parque Internacional
SP,Campo Limpo Paulista,Parque Iramaia
SP,Campo Limpo Paulista,Parque Loja da China (Botujuru)
SP,Campo Limpo Paulista,Parque Niágara
SP,Campo Limpo Paulista,Parque Residencial Califórnia
SP,Campo Limpo Paulista,Parque Santana (Botujuru)
SP,Campo Limpo Paulista,Pau Arcado
SP,Campo Limpo Paulista,Portal da Primavera
SP,Campo Limpo Paulista,Privê Gramados de Santa Rita
SP,Campo Limpo Paulista,Privê Gramados de Santa Rita Ii
SP,Campo Limpo Paulista,Recanto Campo Verde
SP,Campo Limpo Paulista,Recanto das Rosas
SP,Campo Limpo Paulista,Recanto das Videiras
SP,Campo Limpo Paulista,Recanto do Lago
SP,Campo Limpo Paulista,Recanto do Sapê
SP,Campo Limpo Paulista,Reserva Bom Viver
SP,Campo Limpo Paulista,Residencial Monte Alegre
SP,Campo Limpo Paulista,Sítio Ivoturucaia
SP,Campo Limpo Paulista,Sítio São Miguel
SP,Campo Limpo Paulista,Vila Cardoso
SP,Campo Limpo Paulista,Vila Chacrinha (Botujuru)
SP,Campo Limpo Paulista,Vila Constança (Botujuru)
